0.013664,0.013664,0.049705
0.014901,0.014901,0.037041
0.007749,0.007749,0.032232
0.008000,0.008000,0.024220
0.004165,0.004165,0.019989
0.007335,0.007335,0.029835
0.002463,0.002463,0.019533
0.005649,0.005649,0.025948
0.005688,0.005688,0.025963
0.005129,0.005129,0.021075
0.012918,0.012918,0.048910
0.008222,0.008222,0.029415
0.004530,0.004530,0.057045
0.008590,0.008590,0.028027
0.004896,0.004896,0.030730
0.004364,0.004364,0.017641
0.004752,0.004752,0.024817
0.010591,0.010591,0.031007
0.008324,0.008324,0.060489
0.005606,0.005606,0.035438
0.003095,0.003095,0.025545
0.007347,0.007347,0.030755
0.007658,0.007658,0.033001
0.005620,0.005620,0.026758
0.004427,0.004427,0.023897
0.009538,0.009538,0.046122
0.008021,0.008021,0.024353
0.009267,0.009267,0.053550
0.009295,0.009295,0.029044
0.004551,0.004551,0.041649
0.012190,0.012190,0.061800
0.004436,0.004436,0.036772
0.008039,0.008039,0.029083
0.005819,0.005819,0.019888
0.012945,0.012945,0.028515
0.012373,0.012373,0.041323
0.007548,0.007548,0.025522
0.003335,0.003335,0.027524
0.005001,0.005001,0.019485
0.005731,0.005731,0.022543
0.005240,0.005240,0.029963
0.008301,0.008301,0.023067
0.004871,0.004871,0.041340
0.007607,0.007607,0.034495
0.006872,0.006872,0.027722
0.003467,0.003467,0.017153
0.004624,0.004624,0.028861
0.008319,0.008319,0.037278
0.007709,0.007709,0.035327
0.003162,0.003162,0.014597
